Variable name,Description,Measurement unit,Allowed values
LP_theta_experience4,theta power at the experience section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_theta_induction1,theta power at the induction section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_theta_induction2,theta power at the induction section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_theta_induction3,theta power at the induction section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_theta_induction4,theta power at the induction section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_baseline1,alpha power at the first baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_baseline2,alpha power at the second baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_experience1,alpha power at the experience section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_experience2,alpha power at the experience section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_experience3,alpha power at the experience section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_experience4,alpha power at the experience section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_induction1,alpha power at the induction section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_induction2,alpha power at the induction section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_induction3,alpha power at the induction section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_alpha_induction4,alpha power at the induction section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_baseline1,beta power at the first baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_baseline2,beta power at the second baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_experience1,beta power at the experience section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_experience2,beta power at the experience section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_experience3,beta power at the experience section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_experience4,beta power at the experience section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_induction1,beta power at the induction section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_induction2,beta power at the induction section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_induction3,beta power at the induction section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_beta_induction4,beta power at the induction section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_baseline1,broadband power at the first baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_baseline2,broadband power at the second baseline of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_experience1,broadband power at the experience section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_experience2,broadband power at the experience section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_experience3,broadband power at the experience section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_experience4,broadband power at the experience section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_induction1,broadband power at the induction section of trial one of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_induction2,broadband power at the induction section of trial two of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_induction3,broadband power at the induction section of trial three of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LP_broadband_induction4,broadband power at the induction section of trial four of the study averaged across left parietal channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_baseline1,delta power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_baseline2,delta power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_experience1,delta power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_experience2,delta power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_experience3,delta power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_experience4,delta power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_induction1,delta power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_induction2,delta power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_induction3,delta power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_delta_induction4,delta power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_baseline1,theta power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_baseline2,theta power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_experience1,theta power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_experience2,theta power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_experience3,theta power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_experience4,theta power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_induction1,theta power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_induction2,theta power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_induction3,theta power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_theta_induction4,theta power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_baseline1,alpha power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_baseline2,alpha power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_experience1,alpha power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_experience2,alpha power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_experience3,alpha power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_experience4,alpha power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_induction1,alpha power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_induction2,alpha power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_induction3,alpha power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_alpha_induction4,alpha power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_baseline1,beta power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_baseline2,beta power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_experience1,beta power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_experience2,beta power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_experience3,beta power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_experience4,beta power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_induction1,beta power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_induction2,beta power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_induction3,beta power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_beta_induction4,beta power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_baseline1,broadband power at the first baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_baseline2,broadband power at the second baseline of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_experience1,broadband power at the experience section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_experience2,broadband power at the experience section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_experience3,broadband power at the experience section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_experience4,broadband power at the experience section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_induction1,broadband power at the induction section of trial one of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_induction2,broadband power at the induction section of trial two of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_induction3,broadband power at the induction section of trial three of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
LO_broadband_induction4,broadband power at the induction section of trial four of the study averaged across left occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_baseline1,delta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_baseline2,delta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience1,delta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience2,delta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience3,delta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience4,delta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction1,delta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction2,delta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction3,delta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction4,delta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_baseline1,theta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_baseline2,theta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience1,theta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience2,theta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience3,theta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience4,theta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction1,theta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction2,theta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction3,theta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction4,theta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_baseline1,alpha power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_baseline2,alpha power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_baseline1,beta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_baseline2,beta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience1,beta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience2,beta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience3,beta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience4,beta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction1,beta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction2,beta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction3,beta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction4,beta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_baseline1,broadband power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_baseline2,broadband power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_experience1,broadband power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_experience2,broadband power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_experience3,broadband power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_experience4,broadband power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_induction1,broadband power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_induction2,broadband power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_induction3,broadband power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_broadband_induction4,broadband power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_baseline1,delta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_baseline2,delta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience1,delta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience2,delta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience3,delta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience4,delta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction1,delta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction2,delta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction3,delta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction4,delta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_baseline1,theta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_baseline2,theta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience1,theta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience2,theta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience3,theta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience4,theta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction1,theta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction2,theta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction3,theta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction4,theta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_baseline1,alpha power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_baseline2,alpha power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_baseline1,beta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_baseline2,beta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience1,beta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience2,beta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience3,beta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience4,beta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction1,beta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction2,beta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction3,beta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction4,beta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_baseline1,lowgamma power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_baseline2,lowgamma power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_experience1,lowgamma power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_experience2,lowgamma power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_experience3,lowgamma power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_experience4,lowgamma power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_induction1,lowgamma power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_induction2,lowgamma power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_induction3,lowgamma power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_lowgamma_induction4,lowgamma power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_baseline1,broadband power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_baseline2,broadband power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_experience1,broadband power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_experience2,broadband power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_experience3,broadband power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_experience4,broadband power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_induction1,broadband power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_induction2,broadband power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_induction3,broadband power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_broadband_induction4,broadband power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_baseline1,delta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_baseline2,delta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience1,delta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience2,delta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience3,delta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience4,delta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction1,delta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction2,delta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
